Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Vehicle_Type,Date,DayLengthHours,MaxTemperature,MaxWindSpeed,MinTemperature,SolarRadiation,TotalPrecipitation
964d5c0f-7e15-44ef-bd85-1910aafa6aac,2021-03-29,7,2,1,1,51.10049,2,Crawley,-0.213237,3,2,Sussex,1,4,40,2024-12-10T12:45:00.000+01:00,1,2,2021-03-29,12.766666666666667,14.4,22.2,3.8,17.47,0.0
200930A000658,2021-12-20,7,1,5,1,53.041376,1,Amber Valley,-1.37443,2,2,Derbyshire,3,2,30,2024-12-10T15:45:00.000+01:00,1,4,2021-12-20,7.55,5.3,12.1,3.1,1.3,0.0
201001PY20469,2022-08-06,5,3,6,1,51.416443,1,Bromley,0.06915,1,2,Metropolitan Police,1,2,30,2024-12-10T20:47:00.000+01:00,1,2,2022-08-06,15.116666666666667,22.5,13.7,10.7,25.65,0.0
201050DE2G021,2022-12-03,5,2,1,1,50.730133,2,Exeter,-3.514106,1,2,Devon and Cornwall,1,2,30,2024-12-10T17:08:00.000+01:00,1,2,2022-12-03,8.25,6.2,23.9,3.4,2.19,0.1
200901QK50475,2021-08-19,3,2,3,1,51.547702,1,Brent,-0.236731,1,1,Metropolitan Police,1,2,30,2024-12-10T22:29:00.000+01:00,1,2,2021-08-19,14.383333333333333,20.2,16.0,14.0,10.87,0.3
20093102B1819,2021-08-03,1,3,6,3,53.33033,2,Bassetlaw,-0.915825,1,2,Nottinghamshire,1,2,60,2024-12-10T12:07:00.000+01:00,0,2,2021-08-03,15.533333333333333,20.5,10.0,9.5,20.14,1.5
a20f43f7-3b31-41db-ab2b-a18e885701d5,2022-10-21,4,2,1,1,54.911097,2,Sunderland,-1.454966,1,2,Northumbria,1,5,70,2024-12-10T13:25:00.000+01:00,1,1,2022-10-21,10.1,15.3,28.6,8.8,4.9,3.2
200920J018101,2021-02-12,4,3,6,1,52.499828,1,Dudley,-2.092183,2,2,West Midlands,2,2,30,2024-12-10T18:10:00.000+01:00,1,2,2021-02-12,9.766666666666667,0.9,25.7,-4.1,6.79,0.0
e1a4dac7-490c-4e2a-a41e-aab263d576a2,2022-09-16,4,1,1,1,52.339648,2,Huntingdonshire,-0.208328,1,2,Cambridgeshire,2,4,70,2024-12-10T12:19:00.000+01:00,1,2,2022-09-16,12.633333333333333,15.4,27.1,8.6,15.58,0.4
201001CW11946,2022-09-13,1,1,2,1,51.513553,2,Westminster,-0.156332,1,1,Metropolitan Police,1,2,30,2024-12-10T09:40:00.000+01:00,1,4,2022-09-13,12.8,20.2,16.3,15.4,6.63,3.9
e705f810-ea1d-402e-8eec-fdba5304d937,2022-12-01,3,3,6,1,51.192381,2,Basingstoke and Deane,-1.206312,1,1,Hampshire,4,5,70,2024-12-10T15:45:00.000+01:00,0,2,2022-12-01,8.233333333333333,5.5,10.5,1.6,3.11,0.0
200906C025022,2021-12-04,5,2,3,1,53.41746,2,Manchester,-2.230475,1,2,Greater Manchester,1,2,30,2024-12-10T11:42:00.000+01:00,1,2,2021-12-04,7.766666666666667,6.1,38.6,4.4,0.93,16.7
20103104C1609,2022-06-03,4,3,6,1,52.940243,2,Nottingham,-1.181848,1,3,Nottinghamshire,1,5,40,2024-12-10T17:15:00.000+01:00,1,2,2022-06-03,16.65,17.8,24.5,10.1,15.35,0.7
4e57fc88-605d-42f0-bbd5-7ec1a03bad31,2022-11-26,5,2,2,1,52.416041,2,Breckland,0.748456,1,2,Norfolk,1,2,30,2024-12-10T15:40:00.000+01:00,1,3,2022-11-26,8.233333333333333,12.2,28.5,6.8,3.3,0.3
201030D000668,2022-07-19,1,2,4,1,52.936254,2,Derby,-1.499889,1,2,Derbyshire,1,2,30,2024-12-10T16:10:00.000+01:00,0,2,2022-07-19,16.266666666666666,37.5,26.8,19.9,23.34,0.0
20094100J2238,2021-04-24,5,2,3,2,51.684549,2,Hertsmere,-0.3214,1,3,Hertfordshire,1,2,30,2024-12-10T20:15:00.000+01:00,0,2,2021-04-24,14.466666666666667,15.1,18.0,3.9,23.79,0.0
201014A108010,2022-07-12,1,2,3,1,53.504239,2,Doncaster,-1.157157,1,1,South Yorkshire,2,2,20,2024-12-10T16:43:00.000+01:00,1,2,2022-07-12,16.633333333333333,27.1,17.1,17.9,11.65,0.4
0a7823e5-2857-42de-b515-b057058e294a,2021-08-12,3,2,5,2,50.8232,2,Worthing,-0.358446,1,1,Sussex,1,2,30,2024-12-10T12:59:00.000+01:00,1,2,2021-08-12,14.716666666666667,17.9,27.0,16.9,18.25,0.0
201045GU47843,2022-01-04,1,3,6,1,51.234489,2,Guildford,-0.603409,4,5,Surrey,4,5,50,2024-12-10T11:38:00.000+01:00,1,2,2022-01-04,8.033333333333333,7.8,24.6,0.7,0.81,1.9
c378ba38-302a-42fc-9016-3d09c1805fdd,2021-10-14,3,3,6,1,51.016173,2,Taunton Deane,-3.089569,1,2,Avon and Somerset,1,2,30,2024-12-10T08:40:00.000+01:00,1,1,2021-10-14,10.783333333333333,16.9,15.6,8.3,9.05,0.1
b2b05b73-3e01-4cd5-a509-151421dad160,2021-07-08,3,3,6,1,51.187368,2,Tunbridge Wells,0.364269,1,2,Kent,2,5,30,2024-12-10T10:15:00.000+01:00,0,2,2021-07-08,16.35,19.7,17.4,13.3,19.82,1.3
201050FT2G016,2022-08-25,3,3,6,1,50.485315,2,Torbay,-3.542355,2,2,Devon and Cornwall,2,2,30,2024-12-10T16:00:00.000+01:00,1,2,2022-08-25,13.933333333333334,22.2,20.8,13.3,21.0,3.1
d3617cfd-9d7b-453b-9ba7-642b6ab34d72,2021-11-09,1,2,3,1,52.628217,1,Leicester,-1.196988,2,2,Leicestershire,2,2,40,2024-12-10T21:45:00.000+01:00,1,2,2021-11-09,9.066666666666666,14.1,28.3,9.7,4.22,0.0
a8a762e9-bc3a-4e1a-8ac2-1d06c22cd5a5,2021-02-13,5,2,6,3,50.841381,0,Wealden,0.240621,3,2,Sussex,2,5,70,2024-12-10T21:05:00.000+01:00,0,1,2021-02-13,9.966666666666667,1.5,28.5,-2.7,6.65,0.0
21ad54cf-32a7-44e4-87d4-77f8b604fd15,2021-10-31,6,2,1,1,52.19197,2,South Cambridgeshire,0.188232,1,1,Cambridgeshire,1,4,40,2024-12-10T11:00:00.000+01:00,1,4,2021-10-31,9.65,13.7,49.0,7.8,3.58,8.4
201001BS70705,2022-11-18,4,2,2,1,51.497982,1,Kensington and Chelsea,-0.207675,1,2,Metropolitan Police,2,2,30,2024-12-10T17:40:00.000+01:00,1,2,2022-11-18,8.733333333333333,11.4,23.6,5.2,4.86,1.4
200906A017567,2021-06-29,1,1,2,1,53.476132,2,Manchester,-2.193728,1,1,Greater Manchester,1,5,30,2024-12-10T06:25:00.000+01:00,1,3,2021-06-29,16.966666666666665,21.3,14.5,13.8,22.99,0.9
200901SX20670,2021-07-14,2,2,3,1,51.556423,2,Barnet,-0.212879,1,2,Metropolitan Police,1,2,30,2024-12-10T18:17:00.000+01:00,1,2,2021-07-14,16.2,22.8,21.0,13.9,19.13,0.4
201001EO40287,2022-05-28,5,1,1,1,51.525592,2,Islington,-0.088234,2,2,Metropolitan Police,1,4,30,2024-12-10T09:25:00.000+01:00,1,2,2022-05-28,16.183333333333334,16.6,18.7,8.0,19.14,0.1
7fb79ce2-6ff0-4c48-9ced-5c9dfdadcf97,2022-04-08,4,2,1,1,51.708581,2,Cotswold,-1.953945,1,2,Gloucestershire,1,4,60,2024-12-10T19:59:00.000+01:00,0,2,2022-04-08,13.433333333333334,10.0,18.1,1.1,16.59,0.6
200905DD33715,2021-07-07,2,1,2,1,53.455883,2,St. Helens,-2.747541,3,2,Merseyside,1,2,30,2024-12-10T13:13:00.000+01:00,1,2,2021-07-07,16.783333333333335,17.8,15.0,12.7,13.14,1.6
201020L007940,2022-07-21,3,3,6,1,52.479257,2,Solihull,-1.738466,1,1,West Midlands,1,2,20,2024-12-10T14:03:00.000+01:00,1,3,2022-07-21,16.083333333333332,20.0,15.3,15.1,8.72,2.5
200904EB09045,2021-07-07,2,2,3,1,53.68919,2,Blackburn with Darwen,-2.449864,1,2,Lancashire,2,2,30,2024-12-10T17:50:00.000+01:00,1,3,2021-07-07,16.833333333333332,17.3,14.2,11.7,15.14,3.4
201037L018348,2022-08-11,3,2,3,1,52.23101,2,Suffolk Coastal,1.494272,1,1,Suffolk,1,2,30,2024-12-10T19:55:00.000+01:00,0,2,2022-08-11,14.933333333333334,25.4,15.7,17.0,24.36,0.0
67cad420-deaf-43fa-b522-5bfa68e19b8f,2022-03-05,5,2,2,1,51.318474,2,North Somerset,-2.969862,1,2,Avon and Somerset,1,2,40,2024-12-10T08:56:00.000+01:00,0,2,2022-03-05,11.183333333333334,8.4,30.3,2.6,12.0,0.3
200945RE43017,2021-08-31,1,2,1,1,51.33935,1,Reigate and Banstead,-0.20181,1,1,Surrey,1,4,40,2024-12-10T05:48:00.000+01:00,0,1,2021-08-31,13.616666666666667,18.5,20.2,13.2,9.45,0.6
201042I176406,2022-06-03,4,2,6,1,51.661884,2,Maldon,0.781805,1,1,Essex,1,2,60,2024-12-10T18:25:00.000+01:00,0,2,2022-06-03,16.383333333333333,17.8,27.8,12.1,24.63,0.0
530d9575-ddd1-45de-8400-5c816b824c74,2021-07-30,4,3,6,1,52.519102,2,Nuneaton and Bedworth,-1.494618,1,1,Warwickshire,1,2,20,2024-12-10T17:30:00.000+01:00,1,2,2021-07-30,15.633333333333333,16.9,26.7,13.0,7.71,20.4
a71b386a-17ce-40d8-8ea0-c33e1d17eeab,2021-10-19,1,2,4,1,53.706458,0,Wakefield,-1.339157,1,1,West Yorkshire,1,5,70,2024-12-10T01:50:00.000+01:00,0,2,2021-10-19,10.333333333333334,19.7,23.3,12.6,3.61,6.3
dc3be5eb-6a53-4750-805b-7d8ecfcfd506,2022-06-02,3,3,6,1,51.439137,2,Dartford,0.238677,1,5,Kent,1,5,70,2024-12-10T11:33:00.000+01:00,1,2,2022-06-02,16.333333333333332,17.9,16.6,7.2,24.78,0.0
200934NK51499,2021-12-06,7,2,3,1,52.366984,1,Kettering,-0.671516,1,2,Northamptonshire,2,2,30,2024-12-10T23:17:00.000+01:00,1,2,2021-12-06,7.883333333333334,5.2,22.4,-0.7,0.45,3.4
200904EM09046,2021-11-24,2,2,3,1,53.770743,2,Hyndburn,-2.416901,1,1,Lancashire,2,2,30,2024-12-10T15:42:00.000+01:00,0,1,2021-11-24,8.1,7.7,15.9,3.1,1.29,1.1
200997GE01211,2021-11-08,7,2,3,1,55.838752,1,Glasgow City,-4.279526,1,1,Strathclyde,2,2,30,2024-12-10T01:50:00.000+01:00,1,2,2021-11-08,8.733333333333333,14.0,27.1,3.1,1.29,5.1
20104100C1281,2022-09-25,6,2,6,1,51.670589,2,Watford,-0.397118,1,2,Hertfordshire,1,2,30,2024-12-10T16:50:00.000+01:00,1,2,2022-09-25,12.016666666666667,15.2,15.9,7.4,11.79,0.0
200901QK50438,2021-05-12,2,3,6,1,51.53925,2,Brent,-0.279165,1,3,Metropolitan Police,1,5,50,2024-12-10T17:45:00.000+01:00,1,2,2021-05-12,15.483333333333333,14.5,18.5,7.8,20.31,0.5
d675eac2-aefc-46f5-bc74-b970ec9ee80d,2022-01-19,2,2,1,1,51.284896,1,Rushmoor,-0.751015,1,2,Hampshire,1,4,30,2024-12-10T17:40:00.000+01:00,1,2,2022-01-19,8.55,8.7,19.5,2.7,2.85,0.2
201050BW3K003,2022-06-25,5,2,2,1,50.525809,2,Cornwall,-4.991213,1,2,Devon and Cornwall,1,2,30,2024-12-10T10:31:00.000+01:00,0,2,2022-06-25,16.433333333333334,15.0,29.8,11.6,24.09,2.3
91c32e63-16e5-44e0-9451-40eb695fe17d,2021-08-13,4,2,3,1,55.769208,2,Northumberland,-2.002674,1,1,Northumbria,1,2,30,2024-12-10T19:00:00.000+01:00,1,2,2021-08-13,15.2,18.2,34.1,12.6,16.72,1.3
65262701-e052-48d6-88fe-7e2e1c04de27,2021-12-11,5,3,6,1,52.599591,2,Peterborough,-0.256804,1,2,Cambridgeshire,2,5,70,2024-12-10T08:10:00.000+01:00,1,2,2021-12-11,7.733333333333333,11.3,21.7,1.6,1.54,3.1
201001PY20029,2022-01-15,5,1,2,1,51.379856,2,Bromley,-0.014844,1,2,Metropolitan Police,1,2,30,2024-12-10T11:00:00.000+01:00,1,2,2022-01-15,8.366666666666667,5.7,14.7,0.6,3.47,0.0
20094100F4132,2021-02-13,5,2,6,1,51.772856,2,St. Albans,-0.309138,1,1,Hertfordshire,4,2,40,2024-12-10T15:13:00.000+01:00,0,2,2021-02-13,9.9,-0.3,24.8,-5.3,5.79,0.0
20093102C0826,2021-04-16,4,2,4,1,52.947176,2,Nottingham,-1.183354,1,2,Nottinghamshire,2,2,30,2024-12-10T12:30:00.000+01:00,1,2,2021-04-16,14.066666666666666,9.7,10.8,-0.9,15.54,0.0
201001BS70187,2022-03-31,3,1,4,1,51.480289,2,Kensington and Chelsea,-0.185758,1,2,Metropolitan Police,1,2,30,2024-12-10T15:00:00.000+01:00,1,2,2022-03-31,12.883333333333333,7.4,34.7,0.4,17.03,0.6
201001EO40502,2022-09-02,4,2,3,1,51.544582,2,Islington,-0.089168,3,2,Metropolitan Police,1,2,30,2024-12-10T08:30:00.000+01:00,1,2,2022-09-02,13.516666666666667,24.4,14.7,15.1,11.6,0.4
200905CC30206,2021-01-02,5,1,3,1,53.488818,1,Knowsley,-2.886932,1,2,Merseyside,1,2,30,2024-12-10T19:05:00.000+01:00,1,3,2021-01-02,7.616666666666666,2.0,15.6,-0.2,2.74,0.4
20103102C3067,2022-10-31,7,3,6,1,52.900787,2,Nottingham,-1.196269,4,2,Nottinghamshire,2,2,60,2024-12-10T16:40:00.000+01:00,1,1,2022-10-31,9.6,15.3,23.4,10.5,6.0,6.1
aa89f70c-3903-4726-be1f-a72a9b0c7cfb,2021-12-17,4,3,6,1,51.235152,0,Test Valley,-1.582291,1,5,Hampshire,2,2,60,2024-12-10T16:46:00.000+01:00,0,2,2021-12-17,7.9,9.2,19.3,6.3,2.44,0.0
8c341994-e238-4d6b-857a-421560489110,2021-11-04,3,3,6,1,51.315818,2,Swale,0.700099,1,2,Kent,1,5,70,2024-12-10T13:31:00.000+01:00,0,2,2021-11-04,9.483333333333333,9.1,30.7,4.5,3.6,0.8
201001PL60708,2022-10-21,4,3,6,2,51.427922,1,Lewisham,-0.038799,1,2,Metropolitan Police,2,2,30,2024-12-10T06:35:00.000+01:00,1,3,2022-10-21,10.333333333333334,17.6,30.7,13.2,6.38,2.6
201001RG40340,2022-06-10,4,2,3,1,51.49139,2,Greenwich,0.051798,1,1,Metropolitan Police,1,2,30,2024-12-10T08:55:00.000+01:00,1,2,2022-06-10,16.533333333333335,21.7,28.0,13.9,22.66,0.0
7da2f374-f4b0-4ca1-ad76-4106e7bdcf74,2022-08-25,3,2,4,1,51.063148,2,Mid Sussex,-0.03813,1,2,Sussex,2,2,60,2024-12-10T12:04:00.000+01:00,0,2,2022-08-25,13.983333333333333,21.9,13.3,14.9,10.8,16.9
54c8c066-7f71-4b91-92c0-7d9d4674057c,2022-09-18,6,2,3,2,51.232939,2,Sedgemoor,-2.993558,1,2,Avon and Somerset,2,2,30,2024-12-10T07:58:00.000+01:00,1,2,2022-09-18,12.466666666666667,16.9,19.9,6.4,12.72,0.0
5cde442d-51ee-443e-9276-8bc32626c1f4,2021-07-13,1,2,4,1,52.543583,2,South Norfolk,1.460208,1,2,Norfolk,1,2,60,2024-12-10T17:15:00.000+01:00,0,2,2021-07-13,16.416666666666668,21.0,21.9,14.0,24.22,0.0
abb99868-a872-40af-b130-0e30448aa58f,2022-01-09,6,3,6,1,53.728626,2,Selby,-1.123724,1,4,North Yorkshire,4,2,40,2024-12-10T09:00:00.000+01:00,0,2,2022-01-09,7.766666666666667,6.6,23.4,1.7,3.03,0.2
c939fe89-1806-4d58-920c-1c3ff286a45c,2022-07-03,6,2,6,1,53.100355,2,Cheshire East,-2.443697,1,2,Cheshire,1,2,30,2024-12-10T13:30:00.000+01:00,1,4,2022-07-03,16.816666666666666,16.9,21.3,9.6,16.97,0.3
200901JC30109,2021-03-25,3,2,3,1,51.565493,2,Waltham Forest,-0.037646,1,2,Metropolitan Police,2,2,30,2024-12-10T13:30:00.000+01:00,1,2,2021-03-25,12.516666666666667,12.2,26.2,2.3,10.34,0.7
d48cb8e2-b7c3-4034-8b8e-63b2e4335821,2021-12-01,2,2,6,1,50.823426,2,Brighton and Hove,-0.128563,1,1,Sussex,1,2,30,2024-12-10T09:15:00.000+01:00,1,2,2021-12-01,8.283333333333333,11.3,50.0,4.6,3.73,2.6
201006B029355,2022-03-18,4,1,2,1,53.458752,2,Manchester,-2.25826,2,2,Greater Manchester,1,2,30,2024-12-10T13:35:00.000+01:00,1,4,2022-03-18,12.05,14.9,13.1,2.6,12.61,0.0
201054EV42910,2022-11-18,4,2,6,1,51.028651,2,Wiltshire,-2.190195,1,1,Wiltshire,2,2,50,2024-12-10T10:28:00.000+01:00,0,2,2022-11-18,8.8,9.8,26.3,3.6,5.38,0.2
2092c601-cfe4-4d28-b8c3-20f5288e4184,2021-12-04,5,3,6,1,56.010468,2,Fife,-3.403511,1,6,Fife,1,5,70,2024-12-10T13:25:00.000+01:00,1,2,2021-12-04,7.266666666666667,6.8,23.3,0.7,1.57,4.9
"d65691a8-5516-4e8e-8a89-04b913f14336,2021-06-16,2,1,2,1,51.635009,2,""Rhondda, Cynon, Taff"",-3.448389,2,2,South Wales,1,2,30,2024-12-10T08:10:00.000+01:00,1,2,2021-06-16,16.633333333333333,19.0,12.2,11.8,23.43,0.0"
200945SU44582,2021-10-09,5,2,4,1,51.361321,2,Surrey Heath,-0.684301,2,4,Surrey,1,5,60,2024-12-10T13:20:00.000+01:00,0,2,2021-10-09,11.1,16.5,9.4,7.7,9.18,0.0
d90532f1-4369-4565-a935-48303d9e1354,2022-08-21,6,1,3,1,50.723683,2,Isle of Wight,-1.155037,1,2,Hampshire,2,2,30,2024-12-10T11:50:00.000+01:00,1,2,2022-08-21,14.2,20.9,16.0,15.7,15.51,0.8
200943S145099,2021-09-20,7,3,6,1,52.176216,0,Milton Keynes,-0.689639,1,1,Thames Valley,1,2,60,2024-12-10T20:37:00.000+01:00,0,2,2021-09-20,12.333333333333334,19.4,19.2,11.0,10.55,0.0
200905FF31125,2021-02-27,5,3,6,1,53.353977,2,Liverpool,-2.899756,1,1,Merseyside,1,2,30,2024-12-10T17:00:00.000+01:00,1,2,2021-02-27,10.7,9.9,8.4,0.3,8.43,0.0
c1f59041-5626-4292-9bc1-0ca0d44eb7d4,2022-07-27,2,2,3,1,51.276959,2,Sedgemoor,-2.933145,2,2,Avon and Somerset,1,2,60,2024-12-10T18:55:00.000+01:00,0,2,2022-07-27,15.633333333333333,20.8,16.2,11.4,15.15,0.1
201001PY20604,2022-10-15,5,1,1,1,51.401852,2,Bromley,0.05512,1,2,Metropolitan Police,1,4,30,2024-12-10T07:57:00.000+01:00,1,2,2022-10-15,10.716666666666667,16.1,30.5,8.9,8.16,0.3
200942I136005,2021-05-01,5,2,6,1,51.935929,2,Braintree,0.628941,1,1,Essex,1,5,30,2024-12-10T12:00:00.000+01:00,1,2,2021-05-01,14.9,10.8,19.9,1.2,22.22,2.2
23cd5d08-fa89-401b-b58c-f45405346c40,2022-11-02,2,3,6,1,52.805862,2,Stafford,-2.063458,2,2,Staffordshire,1,2,60,2024-12-10T10:00:00.000+01:00,0,2,2022-11-02,9.483333333333333,13.3,39.8,6.6,4.41,6.0
201001FH10573,2022-11-02,2,2,3,1,51.470724,2,Hammersmith and Fulham,-0.201112,1,2,Metropolitan Police,1,2,30,2024-12-10T08:15:00.000+01:00,1,2,2022-11-02,9.6,15.3,36.1,8.5,5.91,5.3
cb23a872-819b-490d-a178-8bdbd9b3abcf,2022-01-15,5,3,6,1,52.349962,1,Huntingdonshire,-0.177224,1,1,Cambridgeshire,2,2,30,2024-12-10T17:20:00.000+01:00,1,2,2022-01-15,8.216666666666667,4.6,16.6,-1.4,1.8,0.0
b343a84e-fe04-493f-b083-b5ed2dc9869b,2021-08-24,1,3,6,1,53.037356,1,Wrexham,-2.981293,1,1,North Wales,2,2,30,2024-12-10T00:37:00.000+01:00,1,2,2021-08-24,14.166666666666666,19.2,11.4,11.6,13.91,0.0
201001GD10693,2022-10-21,4,2,3,1,51.556261,1,Hackney,-0.055643,1,1,Metropolitan Police,1,2,30,2024-12-10T18:30:00.000+01:00,1,2,2022-10-21,10.333333333333334,17.8,26.9,9.9,5.82,3.1
200901JI40409,2021-05-24,7,3,6,1,51.556301,2,Redbridge,0.098574,2,2,Metropolitan Police,1,2,30,2024-12-10T18:30:00.000+01:00,1,2,2021-05-24,16.05,13.1,22.7,8.1,20.52,6.5
200901MM70539,2021-07-06,1,2,3,1,51.461925,1,Southwark,-0.077363,1,2,Metropolitan Police,1,2,30,2024-12-10T21:45:00.000+01:00,1,4,2021-07-06,16.45,18.5,36.8,13.2,19.42,5.5
200904EB09017,2021-03-15,7,1,3,2,53.702515,1,Blackburn with Darwen,-2.467578,1,2,Lancashire,1,2,30,2024-12-10T21:45:00.000+01:00,1,2,2021-03-15,11.833333333333334,8.9,26.1,5.0,8.95,0.7
8e7b90f6-394b-43f9-a1fc-f007e4b9d02a,2022-04-13,2,2,3,2,53.730559,0,Calderdale,-1.843235,3,2,West Yorkshire,1,2,40,2024-12-10T23:15:00.000+01:00,0,2,2022-04-13,13.9,13.8,23.9,7.5,15.1,0.0
201032C251510,2022-08-28,6,2,3,1,53.195267,2,East Lindsey,-0.112366,1,2,Lincolnshire,1,2,60,2024-12-10T11:25:00.000+01:00,0,2,2022-08-28,13.933333333333334,22.3,15.3,12.0,17.27,0.3
201020S046280,2022-11-09,2,2,3,1,52.471607,1,Birmingham,-1.919734,1,1,West Midlands,2,3,30,2024-12-10T03:35:00.000+01:00,1,2,2022-11-09,9.1,12.4,26.0,8.3,5.18,0.1
4542fff5-094d-4894-b8e1-0018f0ee30b8,2021-07-19,7,3,6,1,51.36836,2,Canterbury,1.176083,1,1,Kent,1,2,30,2024-12-10T15:40:00.000+01:00,1,2,2021-07-19,15.983333333333333,25.5,13.7,15.9,23.78,0.2
4fa6efdf-581b-4b79-9af1-54c9b5ff59fb,2022-01-13,3,2,6,1,51.811073,2,Forest of Dean,-2.60296,1,2,Gloucestershire,3,2,60,2024-12-10T12:40:00.000+01:00,0,3,2022-01-13,8.216666666666667,3.8,8.7,-1.6,3.3,0.0
200901RG40136,2021-01-06,2,2,3,1,51.487619,1,Greenwich,0.071939,1,1,Metropolitan Police,4,2,30,2024-12-10T07:06:00.000+01:00,1,3,2021-01-06,8.05,4.8,17.1,-0.4,2.18,4.0
cb8b9efd-9c1a-4600-9c65-d45f07d02b4f,2021-03-20,5,2,6,1,51.044961,2,Wealden,0.21933,1,1,Sussex,1,2,30,2024-12-10T11:40:00.000+01:00,0,2,2021-03-20,12.183333333333334,7.8,10.2,-0.2,6.76,0.0
200905FF31835,2021-04-06,1,2,2,1,53.397553,2,Liverpool,-2.937522,1,2,Merseyside,2,2,30,2024-12-10T17:31:00.000+01:00,1,1,2021-04-06,13.383333333333333,4.8,35.2,2.1,17.17,1.5
201034NC18500,2022-05-08,6,2,1,1,52.477108,1,Corby,-0.710902,2,2,Northamptonshire,2,4,30,2024-12-10T23:00:00.000+01:00,0,1,2022-05-08,15.366666666666667,16.3,14.7,7.0,23.55,0.0
2009170M22679,2021-11-13,5,2,3,1,54.559017,1,Middlesbrough,-1.200653,1,2,Cleveland,2,2,30,2024-12-10T17:34:00.000+01:00,1,2,2021-11-13,8.583333333333334,12.6,16.1,8.6,3.1,0.0
201001JI40622,2022-09-27,1,2,3,1,51.57282,2,Redbridge,0.054453,1,1,Metropolitan Police,1,2,30,2024-12-10T16:30:00.000+01:00,1,4,2022-09-27,11.883333333333333,13.7,23.1,7.7,6.6,0.7
200963BC14809,2021-09-01,2,3,6,1,52.318668,2,Ceredigion,-4.129264,2,2,Dyfed-Powys,2,2,60,2024-12-10T18:40:00.000+01:00,0,2,2021-09-01,13.6,16.8,13.8,11.4,10.45,0.0
201045MO54315,2022-09-16,4,3,6,1,51.311251,1,Mole Valley,-0.326451,1,1,Surrey,1,5,70,2024-12-10T06:28:00.000+01:00,0,2,2022-09-16,12.6,15.7,21.8,8.1,15.91,0.3
200906K021924,2021-10-03,6,2,6,1,53.602113,2,Bolton,-2.490194,1,2,Greater Manchester,2,2,60,2024-12-10T13:30:00.000+01:00,0,2,2021-10-03,11.433333333333334,11.7,25.0,5.0,7.15,4.3
cb0f7853-8018-4db6-9b6e-96d95c1a05c4,2021-10-16,5,2,3,1,51.358913,2,Thanet,1.418812,1,2,Kent,1,2,30,2024-12-10T08:30:00.000+01:00,1,2,2021-10-16,10.65,14.0,16.2,9.2,6.7,0.3
92aed45f-6967-4e10-895f-378be3214448,2022-08-13,5,1,1,1,53.709113,2,Wakefield,-1.33154,2,2,West Yorkshire,2,4,30,2024-12-10T10:14:00.000+01:00,0,2,2022-08-13,14.966666666666667,28.6,16.2,13.4,23.35,0.0
201005BB04379,2022-07-20,2,3,6,1,53.484131,2,Sefton,-3.023523,1,1,Merseyside,2,2,30,2024-12-10T16:30:00.000+01:00,1,2,2022-07-20,16.3,19.2,28.4,15.9,22.96,0.1
8312d64d-c91c-454d-9548-718ba19a8252,2022-09-18,6,2,5,1,51.371592,2,Canterbury,1.132907,1,1,Kent,1,3,30,2024-12-10T15:15:00.000+01:00,1,2,2022-09-18,12.466666666666667,16.9,24.8,9.2,10.48,0.2
22ce500c-bbb5-4ffd-b2b8-196ad341690e,2021-01-10,6,2,6,2,53.25816,1,Ellesmere Port and Neston,-2.910486,1,1,Cheshire,2,2,30,2024-12-10T23:40:00.000+01:00,1,4,2021-01-10,7.9,5.9,13.8,0.9,2.01,0.0
200901QA19007,2021-12-18,5,3,6,1,51.606245,2,Harrow,-0.348118,1,2,Metropolitan Police,4,2,30,2024-12-10T16:00:00.000+01:00,1,2,2021-12-18,7.816666666666666,8.5,17.3,7.0,1.63,0.0
2010400B01542,2022-05-25,2,2,3,1,52.148569,2,Bedford,-0.476473,1,2,Bedfordshire,1,2,30,2024-12-10T20:15:00.000+01:00,1,2,2022-05-25,16.166666666666668,17.4,34.4,8.4,11.04,0.6
20103102B0161,2022-01-19,2,2,1,1,53.30966,2,Bassetlaw,-1.124373,2,2,Nottinghamshire,1,4,30,2024-12-10T12:40:00.000+01:00,1,1,2022-01-19,8.266666666666667,8.7,30.1,3.1,4.27,0.1
97c18ee8-b6f7-4c90-8c74-9673976d82bb,2021-01-12,1,2,3,1,51.266925,2,Maidstone,0.529491,1,2,Kent,2,2,30,2024-12-10T15:30:00.000+01:00,1,2,2021-01-12,8.283333333333333,8.8,27.5,0.3,1.48,3.7
201014A103810,2022-07-03,6,1,2,2,53.516593,2,Doncaster,-1.100958,1,2,South Yorkshire,1,5,30,2024-12-10T12:35:00.000+01:00,1,2,2022-07-03,16.9,18.9,22.4,10.1,16.37,0.4
200901GD76821,2021-01-16,5,3,6,1,51.540694,2,Hackney,-0.038857,1,1,Metropolitan Police,1,2,30,2024-12-10T12:55:00.000+01:00,1,2,2021-01-16,8.4,6.8,22.2,1.6,0.78,7.0
200905CC02138,2021-10-09,5,2,3,1,53.411563,1,Knowsley,-2.855386,1,1,Merseyside,2,2,30,2024-12-10T19:15:00.000+01:00,1,2,2021-10-09,11.016666666666667,16.3,14.2,12.6,4.27,1.6
