AccidentIndex,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Vehicle_Type
200901ZT80380,2021-10-14,3,1,3,1,51.360239,2,Sutton,-0.191799,1,1,Metropolitan Police,1,2,30,2024-12-10T12:14:00.000+01:00,1,2
4ae57006-83d6-46de-8cf1-938684069e16,2022-03-20,6,2,6,1,51.84629,2,Gloucester,-2.230348,1,1,Gloucestershire,2,2,40,2024-12-10T15:59:00.000+01:00,1,2
200906X020025,2021-08-16,7,2,4,1,53.490252,2,Salford,-2.378274,2,3,Greater Manchester,1,5,70,2024-12-10T13:45:00.000+01:00,0,2
201022F000393,2022-01-22,5,3,6,1,52.75804,2,Shropshire,-2.746947,1,1,West Mercia,2,2,60,2024-12-10T08:27:00.000+01:00,0,2
ba659e96-2ba9-4392-ae5c-e09dce19810a,2022-04-11,7,3,6,1,50.899248,0,Winchester,-1.183576,2,1,Hampshire,1,2,30,2024-12-10T22:20:00.000+01:00,0,2
200901CP00060,2021-03-30,1,2,1,1,51.51719,1,City of London,-0.096945,1,2,City of London,1,4,30,2024-12-10T16:22:00.000+01:00,1,2
201030C000396,2022-06-29,2,2,1,1,53.285138,2,Bolsover,-1.289426,1,2,Derbyshire,1,4,40,2024-12-10T19:10:00.000+01:00,0,2
200914A094409,2021-05-22,5,2,5,1,53.532107,2,Doncaster,-1.144986,3,2,South Yorkshire,1,2,30,2024-12-10T08:30:00.000+01:00,1,2
200932B126509,2021-05-13,3,3,6,1,52.760004,2,South Holland,-0.156738,2,2,Lincolnshire,2,2,60,2024-12-10T19:05:00.000+01:00,0,2
201001CW12424,2022-11-06,6,2,3,1,51.51002,1,Kensington and Chelsea,-0.189332,1,2,Metropolitan Police,1,2,30,2024-12-10T20:20:00.000+01:00,1,2
a591cf0c-542c-479f-8c61-f99b3031a470,2021-09-12,6,2,4,1,53.769492,1,Bradford,-1.672103,2,1,West Yorkshire,1,2,30,2024-12-10T22:40:00.000+01:00,0,1
61ee0dae-6d78-4b87-af29-5dc0642bd953,2021-01-16,5,2,2,1,52.623677,2,Peterborough,-0.268405,1,2,Cambridgeshire,2,2,40,2024-12-10T15:24:00.000+01:00,0,4
ab9eea35-6172-4b97-9b22-f2b9a8be02e2,2021-01-03,6,2,3,1,54.98599,2,Newcastle upon Tyne,-1.662888,4,2,Northumbria,2,2,30,2024-12-10T19:23:00.000+01:00,1,1
200945RE36757,2021-03-17,2,2,2,1,51.24253,2,Reigate and Banstead,-0.169197,2,2,Surrey,1,2,30,2024-12-10T15:00:00.000+01:00,1,2
eafa79b0-8587-4cc1-b556-438d97664633,2022-12-18,6,2,3,2,50.820267,1,Brighton and Hove,-0.1223,1,1,Sussex,4,2,30,2024-12-10T21:57:00.000+01:00,1,2
201037B045189,2022-06-28,1,2,3,2,52.08692,2,St. Edmundsbury,0.641168,2,3,Suffolk,1,2,30,2024-12-10T17:47:00.000+01:00,0,1
20093102B1440,2021-03-29,7,3,6,1,53.246374,2,Bassetlaw,-1.100038,1,1,Nottinghamshire,1,2,60,2024-12-10T16:48:00.000+01:00,0,1
75202af1-3ece-4a83-9967-27df4c342f1b,2022-03-25,4,2,3,2,51.011119,2,Taunton Deane,-3.042267,1,2,Avon and Somerset,2,2,60,2024-12-10T15:45:00.000+01:00,0,2
200911NE08269,2021-04-07,2,3,6,2,54.747091,2,County Durham,-1.455461,4,2,Durham,1,2,60,2024-12-10T19:35:00.000+01:00,0,2
200901WW50654,2021-09-13,7,2,3,2,51.45669,2,Wandsworth,-0.2008,1,2,Metropolitan Police,1,2,30,2024-12-10T11:00:00.000+01:00,1,1
af7300ec-6137-42dd-9d80-f24705e20e37,2021-06-06,6,2,4,1,52.989759,2,Staffordshire Moorlands,-1.896134,2,2,Staffordshire,1,2,60,2024-12-10T19:20:00.000+01:00,0,2
201032D137510,2022-05-13,4,2,4,1,53.24773,2,Lincoln,-0.538127,1,2,Lincolnshire,1,2,30,2024-12-10T15:20:00.000+01:00,1,2
200922F906484,2021-11-21,6,3,6,1,52.539437,2,Shropshire,-2.681305,3,2,West Mercia,2,2,30,2024-12-10T09:15:00.000+01:00,0,2
200901YR90299,2021-05-12,2,1,3,1,51.574586,2,Haringey,-0.098301,1,2,Metropolitan Police,1,2,30,2024-12-10T06:20:00.000+01:00,1,2
200904FB09050,2021-08-24,1,2,5,1,53.783006,2,Burnley,-2.315945,1,2,Lancashire,2,2,30,2024-12-10T08:58:00.000+01:00,0,2
201045TA51812,2022-06-23,3,3,6,1,51.303999,2,Tandridge,-0.076798,1,2,Surrey,1,2,30,2024-12-10T19:21:00.000+01:00,1,1
200901PL60454,2021-07-04,6,3,6,1,51.46315,2,Lewisham,-0.010655,1,1,Metropolitan Police,1,2,30,2024-12-10T13:00:00.000+01:00,1,2
201020K005690,2022-06-04,5,3,6,1,52.506964,2,Sandwell,-1.979488,2,2,West Midlands,1,5,40,2024-12-10T10:30:00.000+01:00,1,1
200942I280908,2021-08-31,1,2,6,1,51.839622,2,Tendring,1.250549,1,2,Essex,1,2,30,2024-12-10T11:35:00.000+01:00,1,2
200901RY10498,2021-11-30,1,2,3,1,51.474147,2,Bexley,0.180052,1,1,Metropolitan Police,1,2,30,2024-12-10T15:08:00.000+01:00,1,2
c878b0d6-39ea-40e1-9ecd-64b5c71d7a46,2021-10-11,7,2,1,1,51.097577,2,Crawley,-0.228632,1,2,Sussex,1,4,60,2024-12-10T09:15:00.000+01:00,0,2
200950AC2C023,2021-12-02,3,2,3,1,50.214284,1,Cornwall,-5.296926,1,1,Devon and Cornwall,1,2,30,2024-12-10T16:30:00.000+01:00,1,2
2e679a81-89d5-4597-9b66-e0d57a823bf9,2021-05-26,2,3,6,1,51.680052,2,Neath Port Talbot,-3.776442,1,1,South Wales,1,5,70,2024-12-10T05:45:00.000+01:00,0,2
85c43429-b33e-4606-967a-4dfd207b19fa,2021-08-13,4,3,6,1,51.482047,2,Cardiff,-3.210951,1,2,South Wales,1,2,30,2024-12-10T16:50:00.000+01:00,1,2
201042I148405,2022-05-22,6,2,3,2,51.491831,2,Thurrock,0.29024,1,2,Essex,1,2,50,2024-12-10T09:10:00.000+01:00,1,2
200901TA00091,2021-08-07,5,2,3,2,51.587179,1,Haringey,-0.054612,3,2,Metropolitan Police,1,2,30,2024-12-10T04:30:00.000+01:00,1,2
201001KF60859,2022-12-08,3,2,3,1,51.533007,1,Newham,0.027138,4,2,Metropolitan Police,1,2,30,2024-12-10T23:40:00.000+01:00,1,2
8cde7a6d-c410-4072-81b0-b02e5dab541f,2021-05-17,7,2,1,1,50.89765,2,Eastleigh,-1.31258,1,2,Hampshire,1,4,30,2024-12-10T10:30:00.000+01:00,0,2
200906L019346,2021-08-03,1,2,2,1,53.58959,2,Wigan,-2.663936,1,2,Greater Manchester,1,2,30,2024-12-10T11:25:00.000+01:00,1,2
200906J017966,2021-07-09,4,1,2,2,53.400952,2,Stockport,-2.155935,1,1,Greater Manchester,1,5,30,2024-12-10T08:15:00.000+01:00,1,2
f45a009a-a64d-4222-9e66-6ee047cb8ac7,2022-07-26,1,3,6,1,51.127704,2,Crawley,-0.141728,1,1,Sussex,1,1,70,2024-12-10T17:22:00.000+01:00,1,2
200901KF77035,2021-01-16,5,3,6,2,51.541506,2,Newham,-0.001759,1,1,Metropolitan Police,2,3,30,2024-12-10T23:27:00.000+01:00,1,2
2a0c03b8-9215-4446-8918-142d872f2051,2021-11-18,3,3,6,1,56.520802,2,Perth and Kinross,-3.391275,1,1,Tayside,4,2,60,2024-12-10T08:15:00.000+01:00,0,4
20093102B1037,2021-05-10,7,3,6,1,53.311754,2,Bassetlaw,-1.103767,1,2,Nottinghamshire,1,2,30,2024-12-10T16:27:00.000+01:00,1,2
40433eb9-7801-418d-a131-930aae21011a,2022-06-03,4,2,3,1,50.89464,2,Southampton,-1.368647,1,2,Hampshire,1,2,30,2024-12-10T18:48:00.000+01:00,1,2
200943P218109,2021-10-14,3,2,3,1,52.049088,2,Cherwell,-1.333988,1,2,Thames Valley,1,2,30,2024-12-10T15:21:00.000+01:00,1,2
201006N030661,2022-04-19,1,2,2,2,53.597038,2,Bury,-2.279652,1,2,Greater Manchester,1,2,30,2024-12-10T17:03:00.000+01:00,1,2
201030C000347,2022-06-13,7,2,4,1,53.038844,2,Amber Valley,-1.371484,1,2,Derbyshire,1,2,30,2024-12-10T11:44:00.000+01:00,1,2
201004AN10029,2022-03-05,5,2,2,1,53.825246,2,Blackpool,-3.014044,1,1,Lancashire,1,2,30,2024-12-10T15:14:00.000+01:00,1,2
200906F012708,2021-03-26,4,2,3,1,53.509556,2,Salford,-2.24937,1,2,Greater Manchester,2,2,30,2024-12-10T08:14:00.000+01:00,1,2
1aad0e29-1b6d-46da-9281-e7be5be92535,2022-08-18,3,2,3,1,51.419745,2,Gravesham,0.36071,2,2,Kent,1,2,30,2024-12-10T16:15:00.000+01:00,0,2
d00fe7d5-5460-422d-b164-1a9a08f3668c,2022-10-23,6,3,6,1,54.31545,2,South Lakeland,-2.561506,1,1,Cumbria,1,2,60,2024-12-10T13:15:00.000+01:00,0,2
200930B000294,2021-07-16,4,3,6,2,53.041337,2,Derbyshire Dales,-1.62053,1,2,Derbyshire,1,2,60,2024-12-10T15:35:00.000+01:00,0,2
200920F073402,2021-04-17,5,1,2,1,52.486541,2,Birmingham,-1.936937,1,2,West Midlands,1,2,30,2024-12-10T14:15:00.000+01:00,1,1
201006P037039,2022-09-20,1,2,3,1,53.637512,2,Rochdale,-2.169965,2,3,Greater Manchester,2,5,30,2024-12-10T09:45:00.000+01:00,1,2
20105500C1277,2022-04-05,1,2,3,1,50.725486,1,Bournemouth,-1.856025,1,2,Dorset,1,2,30,2024-12-10T21:34:00.000+01:00,1,2
9757d32e-076f-416b-9646-a72ec2ff4bd1,2021-05-15,5,3,6,1,51.367688,2,Medway,0.552859,1,2,Kent,2,2,60,2024-12-10T08:23:00.000+01:00,0,2
200901PL60024,2021-01-31,6,1,2,1,51.474444,1,Lewisham,-0.02442,1,2,Metropolitan Police,1,2,30,2024-12-10T17:40:00.000+01:00,1,2
abf13e5a-1438-4c1a-a136-b0e0fa0d44b2,2021-08-14,5,1,3,1,51.514685,2,South Gloucestershire,-2.572667,2,2,Avon and Somerset,1,5,40,2024-12-10T14:30:00.000+01:00,1,2
0ddec397-de9b-41c3-bf4a-6587ffcdaf83,2022-08-13,5,3,6,1,51.147132,2,Shepway,1.073339,1,1,Kent,2,2,30,2024-12-10T17:58:00.000+01:00,0,2
747bc27e-6772-4181-8485-dae2532e9047,2022-06-08,2,3,6,2,51.091216,1,Shepway,1.173041,2,2,Kent,1,2,30,2024-12-10T00:14:00.000+01:00,1,2
35ff0c66-e9bb-4438-acbf-4a6c38ed382d,2022-03-04,4,2,1,1,51.596827,2,Newport,-3.077565,1,2,Gwent,1,2,30,2024-12-10T06:45:00.000+01:00,1,2
40e25b5f-938f-4a02-9011-6198f8b0565f,2022-08-29,7,2,3,2,52.244686,2,South Cambridgeshire,0.082716,1,2,Cambridgeshire,1,2,30,2024-12-10T18:30:00.000+01:00,1,2
201001KG70071,2022-01-11,1,2,3,1,51.551086,1,Barking and Dagenham,0.118529,1,3,Metropolitan Police,1,2,30,2024-12-10T01:15:00.000+01:00,1,2
201001XD80178,2022-03-03,3,3,6,1,51.552057,2,Ealing,-0.350659,1,1,Metropolitan Police,1,2,30,2024-12-10T15:55:00.000+01:00,1,2
20104100A0709,2022-10-21,4,2,6,2,51.892893,0,East Hertfordshire,0.011323,1,2,Hertfordshire,1,5,70,2024-12-10T18:45:00.000+01:00,0,2
201045RU55087,2022-10-26,2,3,6,1,51.389921,2,Spelthorne,-0.4699,1,2,Surrey,1,2,40,2024-12-10T07:45:00.000+01:00,0,2
200914B127309,2021-11-20,5,2,2,1,53.566454,2,Barnsley,-1.453378,1,1,South Yorkshire,1,2,30,2024-12-10T14:50:00.000+01:00,1,2
200997AC01203,2021-03-09,1,3,6,1,55.867694,2,Glasgow City,-4.269713,2,2,Strathclyde,2,3,30,2024-12-10T11:55:00.000+01:00,1,2
200901YE80513,2021-08-07,5,2,4,1,51.612983,2,Enfield,-0.076186,1,2,Metropolitan Police,1,2,30,2024-12-10T09:20:00.000+01:00,1,4
200932D305609,2021-10-21,3,2,5,1,53.233701,2,West Lindsey,-0.466237,1,2,Lincolnshire,2,2,60,2024-12-10T07:50:00.000+01:00,0,1
201043N228070,2022-07-23,5,2,3,1,51.715708,2,Chiltern,-0.614545,1,2,Thames Valley,1,2,30,2024-12-10T19:30:00.000+01:00,1,2
30084fc9-92d6-4928-b29f-422265615305,2021-07-05,7,2,2,2,57.125165,2,Aberdeen City,-2.087998,2,2,Grampian,1,2,30,2024-12-10T14:00:00.000+01:00,1,3
e9fd8259-9cd3-4416-a9d4-170ce364b401,2022-10-27,3,2,3,1,54.911996,2,Sunderland,-1.38008,1,2,Northumbria,1,3,30,2024-12-10T10:30:00.000+01:00,1,5
201060L201948,2022-10-30,6,2,3,1,53.068054,2,Wrexham,-3.018855,2,2,North Wales,1,2,30,2024-12-10T17:52:00.000+01:00,1,2
200901SX20855,2021-09-21,1,2,3,1,51.621194,2,Barnet,-0.144893,1,3,Metropolitan Police,2,2,30,2024-12-10T15:35:00.000+01:00,1,5
74380ca5-2955-496c-832e-2bdffae8e898,2022-12-24,5,2,5,1,51.437658,2,Dartford,0.217165,3,2,Kent,1,2,50,2024-12-10T10:31:00.000+01:00,1,1
28723317-5a2d-45c8-a796-bf2b589f598b,2021-06-01,1,3,6,1,51.431103,2,Swale,0.754951,1,1,Kent,1,2,30,2024-12-10T20:30:00.000+01:00,1,3
201043N046070,2022-07-10,6,3,6,1,51.620796,2,Wycombe,-0.721446,2,2,Thames Valley,1,2,30,2024-12-10T20:00:00.000+01:00,1,2
2009170M31339,2021-06-28,7,2,4,2,54.53254,2,Middlesbrough,-1.206116,2,1,Cleveland,1,5,70,2024-12-10T10:40:00.000+01:00,0,2
200901LX50181,2021-03-17,2,2,3,1,51.441736,2,Lambeth,-0.124547,1,2,Metropolitan Police,1,2,30,2024-12-10T06:25:00.000+01:00,1,2
c06c1db7-5f9f-4f62-b697-8efce539290c,2022-06-29,2,3,6,1,53.039771,2,Newcastle-under-Lyme,-2.214883,1,2,Staffordshire,1,5,70,2024-12-10T14:10:00.000+01:00,1,2
19d74f50-6f62-46b4-b969-7675f83d1a53,2022-11-04,4,3,6,1,50.863533,0,Lewes,-0.078497,1,2,Sussex,2,5,70,2024-12-10T20:03:00.000+01:00,0,2
200943S051099,2021-09-09,3,3,6,1,51.999507,2,Milton Keynes,-0.770263,2,2,Thames Valley,1,5,70,2024-12-10T07:55:00.000+01:00,1,2
201001TW60207,2022-06-29,2,2,3,1,51.46507,2,Richmond upon Thames,-0.261514,1,2,Metropolitan Police,2,2,30,2024-12-10T07:50:00.000+01:00,1,2
201014A205010,2022-12-18,6,2,3,1,53.522312,2,Doncaster,-1.132815,1,1,South Yorkshire,2,2,20,2024-12-10T02:08:00.000+01:00,1,3
e4b1bcbf-9b3c-4211-abb0-9d746acc3249,2022-12-06,1,3,6,1,53.832205,0,Bradford,-1.926577,2,2,West Yorkshire,2,2,60,2024-12-10T21:19:00.000+01:00,0,2
2fa2cf85-a954-4aa7-887c-9ad91f088368,2022-09-28,2,3,6,1,51.044574,0,Taunton Deane,-3.031891,3,4,Avon and Somerset,2,5,70,2024-12-10T05:15:00.000+01:00,0,4
a68b2aed-0982-4ada-bd4b-0cedee35d185,2021-12-20,7,2,6,1,53.930807,0,Craven,-2.162168,1,1,North Yorkshire,2,2,60,2024-12-10T00:10:00.000+01:00,0,2
200906L021129,2021-09-18,5,2,1,1,53.54527,2,Wigan,-2.614647,1,2,Greater Manchester,1,2,30,2024-12-10T16:15:00.000+01:00,1,2
200901EO40699,2021-11-12,4,1,2,1,51.528917,1,Islington,-0.110297,1,2,Metropolitan Police,2,2,30,2024-12-10T20:59:00.000+01:00,1,2
2009400C01910,2021-07-05,7,3,6,1,51.898998,2,Luton,-0.472286,3,2,Bedfordshire,1,5,70,2024-12-10T14:35:00.000+01:00,1,2
2a1fdeba-a253-4c64-997d-4c6c8cad6ec5,2021-11-30,1,3,6,1,51.170008,2,Tunbridge Wells,0.217461,1,1,Kent,2,2,60,2024-12-10T09:55:00.000+01:00,0,3
24283118-b440-4fd2-bcfe-de3392e1dab7,2021-02-01,7,2,4,1,52.007445,2,Stratford-upon-Avon,-1.640554,1,3,Warwickshire,1,2,60,2024-12-10T11:59:00.000+01:00,0,1
201001FH10139,2022-03-08,1,2,3,2,51.499731,2,Hammersmith and Fulham,-0.222158,1,1,Metropolitan Police,4,2,30,2024-12-10T06:30:00.000+01:00,1,2
20094100J0299,2021-10-10,6,2,1,1,51.717017,2,Hertsmere,-0.27836,1,3,Hertfordshire,1,2,60,2024-12-10T12:40:00.000+01:00,0,2
200997LB20402,2021-02-06,5,3,6,1,55.629764,1,Argyll and Bute,-6.188361,2,4,Strathclyde,1,2,30,2024-12-10T02:10:00.000+01:00,0,2
200920F083702,2021-05-12,2,2,4,1,52.455271,2,Birmingham,-1.983779,1,2,West Midlands,1,2,30,2024-12-10T08:43:00.000+01:00,1,1
901504f0-d7f2-4ae4-ac83-53abcb488706,2021-12-09,3,3,6,1,51.255474,2,Canterbury,1.102352,7,6,Kent,2,5,70,2024-12-10T08:30:00.000+01:00,0,2
2010160D06101,2022-08-31,2,1,2,1,53.741354,2,"Kingston upon Hull, City of",-0.391856,1,3,Humberside,1,5,30,2024-12-10T07:45:00.000+01:00,1,2
45eeb7d4-4ea3-4df4-b0f5-f4c5dc2495b3,2022-06-22,2,2,3,1,52.224346,2,South Cambridgeshire,-0.136692,3,4,Cambridgeshire,1,2,60,2024-12-10T08:00:00.000+01:00,0,2
200901FH10320,2021-06-08,1,1,2,1,51.490777,2,Hammersmith and Fulham,-0.206949,1,2,Metropolitan Police,1,2,30,2024-12-10T20:10:00.000+01:00,1,2
201043P331050,2022-05-23,7,2,6,1,51.76311,2,South Oxfordshire,-1.169392,3,1,Thames Valley,1,5,70,2024-12-10T07:50:00.000+01:00,0,2
9dff1c1d-5137-485a-b6b8-064111b94402,2022-11-24,3,2,4,1,52.662284,0,Broadland,1.506863,1,2,Norfolk,2,2,60,2024-12-10T16:30:00.000+01:00,0,2
201004EA10167,2022-07-01,4,3,6,1,53.743748,2,Blackburn with Darwen,-2.473494,2,2,Lancashire,1,2,30,2024-12-10T14:29:00.000+01:00,1,2
201063AC15010,2022-04-26,1,2,5,2,51.685142,1,Carmarthenshire,-4.269251,2,2,Dyfed-Powys,1,2,30,2024-12-10T23:23:00.000+01:00,0,2
c03e77c8-90d9-4330-bb82-db2625324a88,2022-06-04,5,3,6,2,52.85333,2,North West Leicestershire,-1.296795,1,1,Leicestershire,1,5,70,2024-12-10T12:50:00.000+01:00,0,2
0eb8b531-d6e2-4a40-8e05-060c5e7ffdf3,2022-09-14,2,2,3,1,53.815634,2,Bradford,-1.812996,1,3,West Yorkshire,2,2,30,2024-12-10T11:46:00.000+01:00,1,2
200963DP00209,2021-01-06,2,3,6,2,51.951586,2,Powys,-3.194456,1,1,Dyfed-Powys,4,2,60,2024-12-10T17:00:00.000+01:00,0,2
34a1fb64-b3f2-42b9-8c14-8fcb996e7da7,2021-10-28,3,2,3,1,53.805268,2,Bradford,-1.795124,1,1,West Yorkshire,1,2,30,2024-12-10T12:20:00.000+01:00,1,2
9e452627-abe8-4939-9f70-b71d26a3a391,2021-12-17,4,2,3,1,53.800503,1,Leeds,-1.560417,1,2,West Yorkshire,2,2,30,2024-12-10T16:30:00.000+01:00,1,3
201006F032251,2022-06-04,5,2,3,1,53.518619,2,Salford,-2.361182,1,2,Greater Manchester,1,2,40,2024-12-10T16:30:00.000+01:00,1,2
200997UD03607,2021-07-25,6,2,1,1,55.455766,2,South Ayrshire,-4.59571,1,2,Strathclyde,1,4,60,2024-12-10T11:45:00.000+01:00,1,2
2009559C01103,2021-03-20,5,2,6,1,50.729268,2,Bournemouth,-1.860123,3,2,Dorset,1,5,50,2024-12-10T08:38:00.000+01:00,1,2
20094100T1039,2021-04-15,3,2,6,1,51.68154,1,Watford,-0.376046,2,2,Hertfordshire,2,5,70,2024-12-10T02:50:00.000+01:00,0,2
8c69181f-80b4-4f37-8337-2c12d84d2f5e,2022-09-17,5,2,4,1,52.193712,2,Cambridge,0.132422,1,2,Cambridgeshire,1,2,30,2024-12-10T12:50:00.000+01:00,1,4
200950KA2B008,2021-10-07,3,2,6,1,50.769904,0,East Devon,-3.004138,2,3,Devon and Cornwall,2,5,60,2024-12-10T23:04:00.000+01:00,0,4
201037B046547,2022-12-28,2,3,6,1,52.041119,0,Babergh,0.759948,1,2,Suffolk,2,2,60,2024-12-10T15:54:00.000+01:00,0,2
16d560d1-6b73-4b6a-b5ba-5c8ee20cc7ec,2021-05-01,5,2,4,1,52.74556,2,North West Leicestershire,-1.47378,1,1,Leicestershire,1,2,30,2024-12-10T16:25:00.000+01:00,1,2
200901QA10480,2021-12-14,1,2,3,2,51.599294,2,Harrow,-0.314583,1,1,Metropolitan Police,2,2,30,2024-12-10T12:45:00.000+01:00,1,2
200901XH30116,2021-02-28,6,1,2,1,51.514829,2,Hillingdon,-0.396106,2,1,Metropolitan Police,1,5,40,2024-12-10T08:06:00.000+01:00,1,2
eeccd2cb-096c-4c48-aef4-b12394d4c227,2022-12-02,4,1,1,1,51.913457,2,Cheltenham,-2.099701,1,3,Gloucestershire,2,4,30,2024-12-10T12:00:00.000+01:00,1,2
201042I181006,2022-06-13,7,2,6,1,51.551037,2,Basildon,0.431697,1,2,Essex,1,5,30,2024-12-10T13:20:00.000+01:00,0,2
200901YR90072,2021-02-14,6,1,3,1,51.599073,1,Haringey,-0.11114,1,2,Metropolitan Police,1,2,30,2024-12-10T17:50:00.000+01:00,1,2
200997QA70309,2021-09-13,7,3,6,2,55.742316,2,South Larkshire,-4.235341,2,1,Strathclyde,1,2,60,2024-12-10T07:00:00.000+01:00,0,2
200905BB31596,2021-03-24,2,2,1,1,53.544146,1,Sefton,-3.04791,1,2,Merseyside,2,4,30,2024-12-10T19:30:00.000+01:00,0,1
200942I007301,2021-01-09,5,2,4,1,51.575064,1,Basildon,0.507888,3,3,Essex,2,2,30,2024-12-10T16:08:00.000+01:00,1,2
200905DD32330,2021-05-07,4,3,6,1,53.465477,2,St. Helens,-2.62675,1,3,Merseyside,1,5,70,2024-12-10T08:56:00.000+01:00,0,1
200901BS70602,2021-10-23,5,2,3,1,51.522888,1,Kensington and Chelsea,-0.213328,1,2,Metropolitan Police,1,2,30,2024-12-10T21:00:00.000+01:00,1,1
200991NN22163,2021-07-03,5,1,2,1,57.47725,2,Highland,-4.227029,2,1,Northern,1,2,30,2024-12-10T10:15:00.000+01:00,1,2
62b1203c-c0d1-46b2-b432-f68f9ed95e7a,2022-10-15,5,3,6,1,51.514089,2,South Gloucestershire,-2.546719,1,2,Avon and Somerset,1,2,30,2024-12-10T15:15:00.000+01:00,1,2
201030D000606,2022-07-04,7,2,4,1,52.773907,2,South Derbyshire,-1.523246,1,2,Derbyshire,1,2,30,2024-12-10T09:10:00.000+01:00,1,2
201034WD44830,2022-11-08,1,3,6,1,52.229629,2,Daventry,-1.080476,1,1,Northamptonshire,2,2,30,2024-12-10T13:45:00.000+01:00,0,4
200905DD03082,2021-11-27,5,2,3,1,53.436942,2,St. Helens,-2.714091,1,2,Merseyside,2,2,30,2024-12-10T14:45:00.000+01:00,1,2
fa627251-8ff9-43c9-aa69-689cc1f00443,2022-10-26,2,2,4,2,54.190265,2,Hambleton,-1.368399,1,2,North Yorkshire,1,5,70,2024-12-10T17:25:00.000+01:00,0,2
201006A028654,2022-02-20,6,2,3,1,53.502125,1,Manchester,-2.183594,2,2,Greater Manchester,1,2,30,2024-12-10T18:15:00.000+01:00,1,2
08a60662-8e25-4f3f-add0-dd24afba78e6,2021-06-12,5,3,6,2,54.887174,2,Sunderland,-1.514059,1,1,Northumbria,1,2,30,2024-12-10T19:15:00.000+01:00,1,2
200906A011693,2021-03-05,4,2,3,1,53.492126,0,Manchester,-2.2455,1,3,Greater Manchester,1,2,30,2024-12-10T18:40:00.000+01:00,1,2
200943W188019,2021-01-23,5,3,6,1,51.453639,2,Reading,-0.968491,1,1,Thames Valley,2,2,30,2024-12-10T14:40:00.000+01:00,1,2
200920M049801,2021-09-30,3,3,6,1,52.415616,2,Coventry,-1.536382,2,3,West Midlands,1,2,30,2024-12-10T16:15:00.000+01:00,1,3
2009559D01234,2021-03-28,6,2,4,1,50.787435,2,North Dorset,-2.256032,8,3,Dorset,1,2,60,2024-12-10T16:24:00.000+01:00,0,2
201001KF60440,2022-07-03,6,3,6,1,51.523891,1,Newham,0.039419,1,1,Metropolitan Police,1,2,30,2024-12-10T20:06:00.000+01:00,1,2
4f32db6d-7ae6-4881-8cdd-459dcbbc302e,2022-08-12,4,3,6,1,51.174038,0,Mendip,-2.694462,2,1,Avon and Somerset,1,2,60,2024-12-10T22:40:00.000+01:00,0,2
1012aa7a-d2ec-4a80-9d58-65589bfd04d6,2022-11-21,7,2,1,1,50.846406,2,Portsmouth,-1.068305,1,2,Hampshire,2,4,30,2024-12-10T14:00:00.000+01:00,1,2
584a92f8-77c9-45a3-977a-407f1f3905dd,2021-11-29,7,3,6,1,51.624563,0,"Rhondda, Cynon, Taff",-3.320058,1,1,South Wales,2,5,70,2024-12-10T00:19:00.000+01:00,1,2
de3e4ad1-692c-475c-ad51-906ee9d88aac,2021-01-28,3,2,3,1,51.439869,2,Gravesham,0.37067,1,1,Kent,2,2,30,2024-12-10T11:50:00.000+01:00,1,2
81fce86e-214d-49f5-a20f-e7243e0c6123,2022-10-07,4,3,6,1,53.953793,2,York,-1.053634,1,2,North Yorkshire,1,2,30,2024-12-10T08:09:00.000+01:00,1,2
201022E004661,2022-09-19,7,3,6,3,52.171778,1,"Herefordshire, County of",-2.717934,2,1,West Mercia,2,2,50,2024-12-10T02:40:00.000+01:00,0,2
addce418-57a4-4c07-b1a1-a79419bad1d0,2021-10-23,5,3,6,1,55.128572,2,Carlisle,-2.817672,1,2,Cumbria,2,2,60,2024-12-10T11:40:00.000+01:00,0,2
200920J060801,2021-07-19,7,2,2,1,52.511515,2,Dudley,-2.091766,3,2,West Midlands,1,2,30,2024-12-10T17:20:00.000+01:00,1,2
200920F083503,2021-05-01,5,2,3,1,52.506945,2,Birmingham,-1.930425,1,1,West Midlands,1,2,30,2024-12-10T16:00:00.000+01:00,1,2
200997LB31601,2021-01-28,3,1,2,1,55.951319,1,Argyll and Bute,-4.928054,1,1,Strathclyde,1,2,30,2024-12-10T17:00:00.000+01:00,0,1
3436f032-88e1-4874-ba24-e64ecb80ee4b,2022-02-24,3,3,6,2,53.008348,1,Stoke-on-Trent,-2.191776,1,1,Staffordshire,1,2,30,2024-12-10T22:40:00.000+01:00,1,4
d595ffd6-3714-4035-8beb-b4b1561d78ef,2022-02-26,5,3,6,1,51.220855,2,Basingstoke and Deane,-1.150549,1,2,Hampshire,1,5,70,2024-12-10T08:40:00.000+01:00,0,1
200922E904401,2021-08-07,5,1,3,1,52.227102,1,"Herefordshire, County of",-2.742105,1,2,West Mercia,1,5,30,2024-12-10T21:15:00.000+01:00,1,2
201001TA00096,2022-05-12,3,3,6,1,51.552247,2,Barking and Dagenham,0.163301,1,1,Metropolitan Police,1,2,30,2024-12-10T15:10:00.000+01:00,1,2
