AccidentIndex,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Vehicle_Type
132b02e7-ef77-4388-a910-4d2259c96e42,2021-06-01,1,3,6,1,51.360414,2,Thanet,1.395073,1,1,Kent,1,5,30,2024-12-10T17:05:00.000+01:00,1,2
200920E008803,2021-01-14,3,2,1,1,52.46286,1,Birmingham,-1.887075,1,2,West Midlands,2,4,40,2024-12-10T17:14:00.000+01:00,1,2
200920D177103,2021-07-22,3,3,6,3,52.498658,2,Birmingham,-1.77341,1,1,West Midlands,1,2,30,2024-12-10T20:10:00.000+01:00,1,2
0be814f4-fd0f-4e62-8f5f-b0325bbc7dbd,2022-02-24,3,3,6,1,53.795663,0,Bradford,-1.802003,1,3,West Yorkshire,1,2,30,2024-12-10T18:15:00.000+01:00,1,2
047f1b60-3aab-4214-bd36-50c22b37ad3b,2021-05-07,4,1,3,1,50.945826,2,Test Valley,-1.462045,2,2,Hampshire,1,2,30,2024-12-10T11:20:00.000+01:00,1,2
201032D342810,2022-11-09,2,3,6,2,53.064155,2,North Kesteven,-0.459731,1,1,Lincolnshire,2,2,60,2024-12-10T14:50:00.000+01:00,0,2
200901VK30104,2021-04-16,4,2,1,1,51.386694,2,Kingston upon Thames,-0.300992,1,2,Metropolitan Police,1,4,30,2024-12-10T08:20:00.000+01:00,1,2
a05a9cf9-c7db-4cd8-a52d-0dfd6e3b568f,2022-01-12,2,3,6,1,51.622282,2,Swansea,-4.018049,1,3,South Wales,3,2,30,2024-12-10T16:00:00.000+01:00,1,2
201060L130221,2022-07-17,6,3,6,1,53.264106,2,Isle of Anglesey,-4.088681,1,1,North Wales,1,2,30,2024-12-10T16:58:00.000+01:00,0,2
4c60826f-f43d-4dd6-b004-8f5e4ea7d6bf,2022-02-02,2,3,6,1,52.547018,0,Rutland,-0.724045,2,1,Leicestershire,2,2,60,2024-12-10T01:25:00.000+01:00,0,2
201001PY20336,2022-06-10,4,2,3,1,51.404835,2,Bromley,-0.056466,1,2,Metropolitan Police,1,2,30,2024-12-10T08:30:00.000+01:00,1,2
523f93b2-d58f-4bd8-a4e2-631832bd49d0,2022-11-06,6,2,1,1,51.158845,1,Crawley,-0.154635,1,2,Sussex,2,4,30,2024-12-10T05:10:00.000+01:00,1,1
2010550D33646,2022-08-04,3,2,3,1,50.738963,2,West Dorset,-2.928789,1,2,Dorset,1,2,60,2024-12-10T13:45:00.000+01:00,0,2
200997NE70403,2021-03-25,3,3,6,1,55.855595,0,North Larkshire,-3.800373,1,1,Strathclyde,2,5,70,2024-12-10T02:45:00.000+01:00,0,3
201050GN2A024,2022-08-07,6,3,6,2,50.413853,1,Cornwall,-5.086077,1,1,Devon and Cornwall,1,3,30,2024-12-10T01:00:00.000+01:00,1,2
200906F023878,2021-11-13,5,2,2,1,53.514177,0,Salford,-2.343349,1,2,Greater Manchester,1,2,30,2024-12-10T17:10:00.000+01:00,1,2
48080190-2b91-4462-a68e-1a6c2997e0d0,2022-01-26,2,3,6,1,50.741126,0,New Forest,-1.614622,1,2,Hampshire,4,2,60,2024-12-10T19:20:00.000+01:00,0,2
201045RE52185,2022-07-07,3,3,6,1,51.285389,2,Reigate and Banstead,-0.184128,1,2,Surrey,1,2,60,2024-12-10T08:45:00.000+01:00,0,2
ca5923d2-4b40-497f-9a1c-244cb5c94fd5,2021-12-11,5,2,3,1,50.745702,1,New Forest,-1.670145,1,1,Hampshire,1,5,30,2024-12-10T19:07:00.000+01:00,1,2
01522a93-be17-45ba-a431-0eda74fd65c6,2021-04-20,1,2,3,1,51.159438,1,Dover,1.298314,1,2,Kent,1,2,30,2024-12-10T00:50:00.000+01:00,1,3
89ff7046-72a5-4485-8ab9-b99885d3956b,2021-04-12,7,1,2,1,55.974707,2,"Edinburgh, City of",-3.161363,1,2,Lothian and Borders,1,2,30,2024-12-10T15:45:00.000+01:00,1,2
2010550D46829,2022-10-24,7,2,6,1,50.585138,1,Weymouth and Portland,-2.472184,1,2,Dorset,1,2,30,2024-12-10T20:10:00.000+01:00,1,1
84137aa1-3516-4c49-8b5e-1fa6a65afe50,2022-04-14,3,2,1,1,51.904869,1,Stevenage,-0.20068,1,2,Hertfordshire,1,4,40,2024-12-10T22:23:00.000+01:00,1,2
200922D905443,2021-10-02,5,2,1,1,52.355202,2,Bromsgrove,-2.046512,1,2,West Mercia,1,2,30,2024-12-10T16:20:00.000+01:00,1,2
2009160A05120,2021-11-25,3,2,6,1,53.565545,1,North East Lincolnshire,-0.104975,1,2,Humberside,2,2,30,2024-12-10T15:55:00.000+01:00,1,2
aa9496fc-8a58-4b54-9933-d01a73c636ee,2022-11-22,1,2,3,2,54.96129,1,Northumberland,-1.847851,1,1,Northumbria,2,2,30,2024-12-10T17:30:00.000+01:00,1,4
c85889be-dc23-41a2-9b71-04842512db34,2022-09-24,5,2,3,1,52.332036,2,Huntingdonshire,-0.180896,1,1,Cambridgeshire,1,3,30,2024-12-10T16:30:00.000+01:00,1,2
200901FH10124,2021-02-12,4,1,3,1,51.49177,2,Hammersmith and Fulham,-0.224917,1,2,Metropolitan Police,1,3,30,2024-12-10T10:19:00.000+01:00,1,2
51981909-b1fc-4132-ad9f-b1136eabce2e,2022-07-12,1,3,6,1,51.604579,2,"Rhondda, Cynon, Taff",-3.353557,1,1,South Wales,1,2,30,2024-12-10T17:20:00.000+01:00,0,2
8b6ff747-bfc9-42d4-889e-47958932cb5d,2021-04-22,3,3,6,1,51.617304,2,Swansea,-3.97767,1,3,South Wales,1,2,30,2024-12-10T08:53:00.000+01:00,1,2
cfa68cc1-6a3b-4db2-aa26-9f4e52bd2b10,2021-03-07,6,3,6,1,53.594364,1,Wakefield,-1.306156,1,1,West Yorkshire,1,2,30,2024-12-10T00:40:00.000+01:00,1,2
2010170L21650,2022-08-20,5,3,6,1,54.580488,2,Redcar and Cleveland,-1.146854,1,2,Cleveland,1,5,50,2024-12-10T15:00:00.000+01:00,0,2
cec72cb0-c211-4d76-be5c-01871f9cdb6f,2022-08-29,7,2,3,1,53.814146,2,Leeds,-1.555262,1,2,West Yorkshire,1,2,30,2024-12-10T11:25:00.000+01:00,1,2
200914C022409,2021-02-11,3,2,3,1,53.374761,2,Rotherham,-1.217888,1,2,South Yorkshire,2,2,40,2024-12-10T13:40:00.000+01:00,1,2
173ab7d1-7374-4936-a239-8e8bfb77048c,2021-03-09,1,2,3,2,55.942696,2,"Edinburgh, City of",-3.281451,1,1,Lothian and Borders,1,3,30,2024-12-10T11:00:00.000+01:00,1,2
201001KF60526,2022-08-19,4,2,3,1,51.511063,2,Newham,0.021984,1,1,Metropolitan Police,1,2,30,2024-12-10T19:40:00.000+01:00,1,2
aef8fa64-1645-4fd9-8b52-774caecc50e4,2022-06-12,6,3,6,2,52.580126,2,Rutland,-0.685006,1,3,Leicestershire,1,2,60,2024-12-10T12:00:00.000+01:00,0,2
1ff4dfa5-5111-417f-aed8-cdddabb02dfc,2022-12-26,7,3,6,1,54.626053,0,Eden,-3.037426,1,1,Cumbria,3,2,60,2024-12-10T23:30:00.000+01:00,0,1
89d736d8-1364-4aa3-af7b-5dc1f8849353,2022-02-27,6,1,2,1,53.024908,1,Stoke-on-Trent,-2.178729,1,1,Staffordshire,1,3,30,2024-12-10T03:30:00.000+01:00,1,3
20103104D1992,2022-08-30,1,3,6,2,52.820968,0,Rushcliffe,-1.02931,2,1,Nottinghamshire,1,2,60,2024-12-10T00:30:00.000+01:00,0,2
201001CW10640,2022-04-13,2,3,6,1,51.507814,2,Westminster,-0.14028,1,1,Metropolitan Police,1,2,30,2024-12-10T16:55:00.000+01:00,1,2
200901BS70020,2021-01-26,1,2,2,1,51.488673,1,Kensington and Chelsea,-0.169724,1,2,Metropolitan Police,1,2,30,2024-12-10T17:30:00.000+01:00,1,3
d1f0699a-8bd9-41ca-af0e-dd623703aa7e,2021-08-18,2,3,6,1,51.365992,2,North Somerset,-2.873472,1,4,Avon and Somerset,1,2,50,2024-12-10T16:09:00.000+01:00,0,2
200901MM70660,2021-08-12,3,2,3,2,51.47288,2,Southwark,-0.054583,1,2,Metropolitan Police,1,2,30,2024-12-10T15:53:00.000+01:00,1,2
201001CW11381,2022-07-08,4,2,3,1,51.516824,2,Westminster,-0.158506,1,1,Metropolitan Police,1,2,30,2024-12-10T16:15:00.000+01:00,1,2
201001TA00239,2022-09-08,3,2,3,2,51.479194,2,Hounslow,-0.323623,1,2,Metropolitan Police,1,2,30,2024-12-10T07:00:00.000+01:00,1,3
200942I180706,2021-06-11,4,2,6,1,51.717443,2,Chelmsford,0.486079,1,1,Essex,1,2,30,2024-12-10T12:35:00.000+01:00,1,2
200950DE2M027,2021-09-08,2,2,3,1,50.714856,2,Exeter,-3.547469,1,2,Devon and Cornwall,1,2,30,2024-12-10T16:53:00.000+01:00,1,2
2009170M10289,2021-02-06,5,2,3,1,54.562857,2,Middlesbrough,-1.224549,1,2,Cleveland,1,2,30,2024-12-10T12:40:00.000+01:00,1,2
200901WW50158,2021-03-05,4,3,6,1,51.443317,2,Wandsworth,-0.167653,1,1,Metropolitan Police,1,2,30,2024-12-10T07:10:00.000+01:00,1,3
201006B031337,2022-05-07,5,2,3,1,53.466429,2,Manchester,-2.240531,1,3,Greater Manchester,1,2,20,2024-12-10T17:55:00.000+01:00,1,2
201004AL10161,2022-09-15,3,3,6,1,53.763146,2,Fylde,-3.023318,1,1,Lancashire,1,2,30,2024-12-10T08:05:00.000+01:00,1,3
2010160D07201,2022-09-03,5,2,1,2,53.753466,2,"Kingston upon Hull, City of",-0.403528,2,2,Humberside,1,4,30,2024-12-10T07:53:00.000+01:00,1,2
200943R126069,2021-06-19,5,2,2,1,51.425243,2,Bracknell Forest,-0.757261,2,3,Thames Valley,1,2,30,2024-12-10T12:11:00.000+01:00,1,2
200914K379709,2021-12-23,3,2,2,1,53.407174,2,Sheffield,-1.434212,1,2,South Yorkshire,4,2,30,2024-12-10T08:30:00.000+01:00,1,2
201006K039461,2022-11-26,5,2,1,1,53.572783,0,Bolton,-2.426881,2,2,Greater Manchester,1,4,30,2024-12-10T18:30:00.000+01:00,1,2
200922F903226,2021-06-14,7,3,6,2,52.904742,2,Shropshire,-2.903802,1,3,West Mercia,1,2,30,2024-12-10T11:15:00.000+01:00,0,2
201042I366310,2022-10-30,6,2,6,1,51.581865,1,Basildon,0.462791,1,3,Essex,2,5,40,2024-12-10T02:00:00.000+01:00,0,2
2010400C01010,2022-04-12,1,2,1,1,51.876102,1,Luton,-0.380666,1,2,Bedfordshire,1,4,30,2024-12-10T04:56:00.000+01:00,1,2
010112b3-9a68-4efb-ae34-861b5cd3427d,2021-05-03,7,3,6,2,52.068103,0,South Cambridgeshire,-0.006928,1,1,Cambridgeshire,1,2,60,2024-12-10T01:57:00.000+01:00,0,2
be0317ef-b145-4786-ace5-c5020c72abbc,2021-09-13,7,3,6,1,53.921255,2,Bradford,-1.768214,2,2,West Yorkshire,1,2,40,2024-12-10T12:35:00.000+01:00,0,2
201045WA53773,2022-08-26,4,3,6,1,51.208482,2,Waverley,-0.787299,2,3,Surrey,2,2,30,2024-12-10T13:22:00.000+01:00,1,2
200932B343309,2021-11-20,5,3,6,1,52.775882,2,South Holland,-0.131455,1,1,Lincolnshire,2,2,60,2024-12-10T07:15:00.000+01:00,0,2
201001SX29029,2022-12-02,4,2,3,1,51.585525,1,Barnet,-0.246382,2,2,Metropolitan Police,4,2,30,2024-12-10T19:26:00.000+01:00,1,2
2010160D05731,2022-10-14,4,2,3,1,53.76247,2,"Kingston upon Hull, City of",-0.281058,1,2,Humberside,1,2,30,2024-12-10T16:30:00.000+01:00,1,2
16c98c5e-433e-481d-b6f0-a7930d154d95,2021-05-19,2,3,6,1,54.184418,2,South Lakeland,-2.727982,2,2,Cumbria,1,5,70,2024-12-10T13:15:00.000+01:00,0,2
201032B052410,2022-02-23,2,1,3,1,52.917268,0,North Kesteven,-0.321416,1,2,Lincolnshire,2,2,60,2024-12-10T21:26:00.000+01:00,0,2
201001VK30148,2022-05-03,1,2,4,2,51.421703,2,Kingston upon Thames,-0.278263,2,2,Metropolitan Police,1,2,30,2024-12-10T14:15:00.000+01:00,1,2
200901CW12713,2021-12-17,4,3,6,1,51.508216,1,Westminster,-0.125997,1,1,Metropolitan Police,3,2,30,2024-12-10T22:40:00.000+01:00,1,2
201042I196405,2022-05-19,3,2,6,1,51.730146,2,Chelmsford,0.476494,1,2,Essex,1,2,30,2024-12-10T13:15:00.000+01:00,1,2
9cc2b3df-413d-46e1-997e-35b79167f397,2021-11-17,2,2,6,1,53.082559,2,Cheshire West and Chester,-2.816601,2,2,Cheshire,1,2,60,2024-12-10T12:15:00.000+01:00,0,2
200934WS14419,2021-04-06,1,3,6,2,52.110274,2,South Northamptonshire,-1.074609,2,2,Northamptonshire,1,2,60,2024-12-10T09:00:00.000+01:00,0,2
df877b6e-4867-4a68-886f-35c9598d46c9,2021-06-15,1,3,6,1,51.509447,2,Bridgend,-3.583033,1,1,South Wales,1,2,30,2024-12-10T14:50:00.000+01:00,1,2
a486cee7-c959-4b69-8f16-04c2ad8728ea,2021-11-20,5,3,6,1,51.679938,2,Neath Port Talbot,-3.760092,1,2,South Wales,2,2,60,2024-12-10T15:25:00.000+01:00,0,2
201042I059802,2022-02-27,6,1,2,1,51.621213,2,Brentwood,0.305564,1,1,Essex,1,2,30,2024-12-10T11:15:00.000+01:00,1,2
ddbed6e2-b6c8-423f-9a7e-a9f7b2cf014b,2021-01-16,5,2,1,1,52.675961,1,Rutland,-0.71748,1,2,Leicestershire,2,4,40,2024-12-10T18:21:00.000+01:00,0,2
7e9cff4c-15e5-4867-9085-c4c6aaf54bb0,2022-05-26,3,3,6,1,51.496389,2,Cardiff,-3.143767,1,2,South Wales,1,5,30,2024-12-10T18:13:00.000+01:00,1,2
7e46fea1-e2db-4268-8081-358dc88da2a9,2022-07-21,3,2,3,1,52.126251,2,South Cambridgeshire,0.225918,2,2,Cambridgeshire,1,2,60,2024-12-10T12:55:00.000+01:00,0,2
fb5f93d5-12db-4e4d-b6f7-7fe4798f68a5,2021-09-06,7,3,6,1,52.757626,2,Melton,-0.980188,1,2,Leicestershire,1,2,60,2024-12-10T16:15:00.000+01:00,0,2
200920M004402,2021-01-21,3,2,1,1,52.40004,2,Coventry,-1.530666,1,1,West Midlands,2,2,30,2024-12-10T15:45:00.000+01:00,1,2
5fa36767-8ec8-4a55-a2ed-85d1e37b5749,2021-03-09,1,3,6,1,56.793025,2,Aberdeenshire,-2.509418,2,2,Grampian,1,2,60,2024-12-10T15:45:00.000+01:00,0,2
200997LB30204,2021-04-02,4,2,3,2,56.004025,2,Argyll and Bute,-4.964449,2,2,Strathclyde,1,2,60,2024-12-10T15:50:00.000+01:00,0,2
201034TS11900,2022-03-17,3,3,6,1,52.076701,2,South Northamptonshire,-1.128856,2,3,Northamptonshire,1,2,60,2024-12-10T17:02:00.000+01:00,0,2
200920L101901,2021-07-24,5,3,6,1,52.510601,2,Solihull,-1.766423,1,2,West Midlands,2,2,30,2024-12-10T18:00:00.000+01:00,1,2
201006X031374,2022-05-12,3,3,6,1,53.532326,2,Bury,-2.313473,1,3,Greater Manchester,1,5,70,2024-12-10T17:15:00.000+01:00,0,2
200901LX50374,2021-05-18,1,3,6,2,51.453859,1,Lambeth,-0.146072,1,1,Metropolitan Police,2,2,30,2024-12-10T02:16:00.000+01:00,1,2
2010160D01391,2022-03-26,5,3,6,1,53.734076,2,"Kingston upon Hull, City of",-0.372122,1,2,Humberside,1,2,30,2024-12-10T13:25:00.000+01:00,1,2
fffc7aca-ab96-4c27-ac32-975d6e42acbd,2021-06-24,3,3,6,1,56.319371,2,Fife,-2.997994,1,2,Fife,1,2,60,2024-12-10T17:50:00.000+01:00,0,2
b84417d2-8e36-4e37-9f16-bcea6239f43b,2021-10-19,1,2,3,2,51.351982,2,Swale,0.70754,1,2,Kent,1,2,60,2024-12-10T07:30:00.000+01:00,0,2
200901XD80045,2021-01-26,1,2,3,1,51.529343,2,Ealing,-0.372673,1,1,Metropolitan Police,4,2,30,2024-12-10T15:45:00.000+01:00,1,2
201001SX20457,2022-04-26,1,2,3,1,51.604544,2,Barnet,-0.207669,1,1,Metropolitan Police,1,2,30,2024-12-10T08:08:00.000+01:00,1,2
201011NE32310,2022-12-27,1,3,6,1,54.739633,2,County Durham,-1.416886,1,3,Durham,3,2,30,2024-12-10T10:50:00.000+01:00,0,2
200954EF47109,2021-12-06,7,2,6,2,51.440945,1,Wiltshire,-2.185715,1,1,Wiltshire,2,2,60,2024-12-10T01:44:00.000+01:00,1,2
201014B058410,2022-05-30,7,2,1,2,53.495635,2,Barnsley,-1.476147,2,2,South Yorkshire,1,4,60,2024-12-10T11:05:00.000+01:00,0,2
200901ZD30598,2021-01-06,2,2,3,2,51.423091,1,Lambeth,-0.111502,1,1,Metropolitan Police,4,2,30,2024-12-10T23:20:00.000+01:00,1,2
200950GA2P018,2021-07-14,2,2,6,1,50.344183,2,Cornwall,-4.785088,1,2,Devon and Cornwall,2,2,30,2024-12-10T09:13:00.000+01:00,1,2
201001YE89050,2022-12-08,3,3,6,1,51.615095,2,Enfield,-0.067863,1,2,Metropolitan Police,1,2,30,2024-12-10T08:45:00.000+01:00,1,4
4b02a3c7-31b5-4c22-9c08-b0c31bb37340,2021-06-22,1,3,6,2,57.197028,1,Aberdeen City,-2.090817,2,1,Grampian,2,5,70,2024-12-10T23:40:00.000+01:00,1,2
200943P110049,2021-04-15,3,2,3,1,52.071086,2,Cherwell,-1.344749,2,3,Thames Valley,1,2,40,2024-12-10T16:50:00.000+01:00,1,1
201042I418712,2022-12-18,6,2,3,1,51.650793,2,Chelmsford,0.606764,1,1,Essex,3,2,30,2024-12-10T14:30:00.000+01:00,1,4
200954MB02809,2021-07-11,6,2,4,2,51.527734,2,Swindon,-1.731412,2,1,Wiltshire,2,5,70,2024-12-10T18:07:00.000+01:00,0,2
20094100D0868,2021-11-21,6,2,6,1,51.74123,2,Dacorum,-0.447921,1,1,Hertfordshire,2,2,30,2024-12-10T11:20:00.000+01:00,1,2
18211786-0241-4f0b-86c9-92b536db7e2e,2022-11-05,5,2,6,1,53.397896,1,Warrington,-2.510253,3,4,Cheshire,2,5,70,2024-12-10T17:21:00.000+01:00,0,3
2010170M31440,2022-06-30,3,2,3,1,54.528674,2,Middlesbrough,-1.219634,1,2,Cleveland,1,2,30,2024-12-10T16:27:00.000+01:00,1,2
201032B064610,2022-03-06,6,2,1,1,52.766984,1,South Holland,0.193835,1,2,Lincolnshire,1,4,60,2024-12-10T18:10:00.000+01:00,0,2
7893c633-b5be-4010-aa49-cf43d793931d,2021-03-24,2,2,6,1,50.925831,2,Chichester,-0.83052,1,2,Sussex,1,2,60,2024-12-10T08:23:00.000+01:00,0,2
dc0faf19-50b1-48e9-a95d-c02a8ce6fa81,2021-02-11,3,2,2,2,51.283279,0,Sevenoaks,0.243565,2,3,Kent,1,2,60,2024-12-10T22:30:00.000+01:00,0,2
8c729654-71bb-48b4-bb08-53835815dbf2,2021-09-09,3,2,6,2,54.161783,2,Ryedale,-0.673195,2,2,North Yorkshire,1,2,60,2024-12-10T11:45:00.000+01:00,0,2
964d5c0f-7e15-44ef-bd85-1910aafa6aac,2021-03-29,7,2,1,1,51.10049,2,Crawley,-0.213237,3,2,Sussex,1,4,40,2024-12-10T12:45:00.000+01:00,1,2
200930A000658,2021-12-20,7,1,5,1,53.041376,1,Amber Valley,-1.37443,2,2,Derbyshire,3,2,30,2024-12-10T15:45:00.000+01:00,1,4
201001PY20469,2022-08-06,5,3,6,1,51.416443,1,Bromley,0.06915,1,2,Metropolitan Police,1,2,30,2024-12-10T20:47:00.000+01:00,1,2
201050DE2G021,2022-12-03,5,2,1,1,50.730133,2,Exeter,-3.514106,1,2,Devon and Cornwall,1,2,30,2024-12-10T17:08:00.000+01:00,1,2
200901QK50475,2021-08-19,3,2,3,1,51.547702,1,Brent,-0.236731,1,1,Metropolitan Police,1,2,30,2024-12-10T22:29:00.000+01:00,1,2
20093102B1819,2021-08-03,1,3,6,3,53.33033,2,Bassetlaw,-0.915825,1,2,Nottinghamshire,1,2,60,2024-12-10T12:07:00.000+01:00,0,2
a20f43f7-3b31-41db-ab2b-a18e885701d5,2022-10-21,4,2,1,1,54.911097,2,Sunderland,-1.454966,1,2,Northumbria,1,5,70,2024-12-10T13:25:00.000+01:00,1,1
200920J018101,2021-02-12,4,3,6,1,52.499828,1,Dudley,-2.092183,2,2,West Midlands,2,2,30,2024-12-10T18:10:00.000+01:00,1,2
e1a4dac7-490c-4e2a-a41e-aab263d576a2,2022-09-16,4,1,1,1,52.339648,2,Huntingdonshire,-0.208328,1,2,Cambridgeshire,2,4,70,2024-12-10T12:19:00.000+01:00,1,2
201001CW11946,2022-09-13,1,1,2,1,51.513553,2,Westminster,-0.156332,1,1,Metropolitan Police,1,2,30,2024-12-10T09:40:00.000+01:00,1,4
e705f810-ea1d-402e-8eec-fdba5304d937,2022-12-01,3,3,6,1,51.192381,2,Basingstoke and Deane,-1.206312,1,1,Hampshire,4,5,70,2024-12-10T15:45:00.000+01:00,0,2
200906C025022,2021-12-04,5,2,3,1,53.41746,2,Manchester,-2.230475,1,2,Greater Manchester,1,2,30,2024-12-10T11:42:00.000+01:00,1,2
20103104C1609,2022-06-03,4,3,6,1,52.940243,2,Nottingham,-1.181848,1,3,Nottinghamshire,1,5,40,2024-12-10T17:15:00.000+01:00,1,2
4e57fc88-605d-42f0-bbd5-7ec1a03bad31,2022-11-26,5,2,2,1,52.416041,2,Breckland,0.748456,1,2,Norfolk,1,2,30,2024-12-10T15:40:00.000+01:00,1,3
201030D000668,2022-07-19,1,2,4,1,52.936254,2,Derby,-1.499889,1,2,Derbyshire,1,2,30,2024-12-10T16:10:00.000+01:00,0,2
20094100J2238,2021-04-24,5,2,3,2,51.684549,2,Hertsmere,-0.3214,1,3,Hertfordshire,1,2,30,2024-12-10T20:15:00.000+01:00,0,2
201014A108010,2022-07-12,1,2,3,1,53.504239,2,Doncaster,-1.157157,1,1,South Yorkshire,2,2,20,2024-12-10T16:43:00.000+01:00,1,2
0a7823e5-2857-42de-b515-b057058e294a,2021-08-12,3,2,5,2,50.8232,2,Worthing,-0.358446,1,1,Sussex,1,2,30,2024-12-10T12:59:00.000+01:00,1,2
201045GU47843,2022-01-04,1,3,6,1,51.234489,2,Guildford,-0.603409,4,5,Surrey,4,5,50,2024-12-10T11:38:00.000+01:00,1,2
c378ba38-302a-42fc-9016-3d09c1805fdd,2021-10-14,3,3,6,1,51.016173,2,Taunton Deane,-3.089569,1,2,Avon and Somerset,1,2,30,2024-12-10T08:40:00.000+01:00,1,1
b2b05b73-3e01-4cd5-a509-151421dad160,2021-07-08,3,3,6,1,51.187368,2,Tunbridge Wells,0.364269,1,2,Kent,2,5,30,2024-12-10T10:15:00.000+01:00,0,2
201050FT2G016,2022-08-25,3,3,6,1,50.485315,2,Torbay,-3.542355,2,2,Devon and Cornwall,2,2,30,2024-12-10T16:00:00.000+01:00,1,2
d3617cfd-9d7b-453b-9ba7-642b6ab34d72,2021-11-09,1,2,3,1,52.628217,1,Leicester,-1.196988,2,2,Leicestershire,2,2,40,2024-12-10T21:45:00.000+01:00,1,2
a8a762e9-bc3a-4e1a-8ac2-1d06c22cd5a5,2021-02-13,5,2,6,3,50.841381,0,Wealden,0.240621,3,2,Sussex,2,5,70,2024-12-10T21:05:00.000+01:00,0,1
21ad54cf-32a7-44e4-87d4-77f8b604fd15,2021-10-31,6,2,1,1,52.19197,2,South Cambridgeshire,0.188232,1,1,Cambridgeshire,1,4,40,2024-12-10T11:00:00.000+01:00,1,4
201001BS70705,2022-11-18,4,2,2,1,51.497982,1,Kensington and Chelsea,-0.207675,1,2,Metropolitan Police,2,2,30,2024-12-10T17:40:00.000+01:00,1,2
200906A017567,2021-06-29,1,1,2,1,53.476132,2,Manchester,-2.193728,1,1,Greater Manchester,1,5,30,2024-12-10T06:25:00.000+01:00,1,3
200901SX20670,2021-07-14,2,2,3,1,51.556423,2,Barnet,-0.212879,1,2,Metropolitan Police,1,2,30,2024-12-10T18:17:00.000+01:00,1,2
201001EO40287,2022-05-28,5,1,1,1,51.525592,2,Islington,-0.088234,2,2,Metropolitan Police,1,4,30,2024-12-10T09:25:00.000+01:00,1,2
7fb79ce2-6ff0-4c48-9ced-5c9dfdadcf97,2022-04-08,4,2,1,1,51.708581,2,Cotswold,-1.953945,1,2,Gloucestershire,1,4,60,2024-12-10T19:59:00.000+01:00,0,2
200905DD33715,2021-07-07,2,1,2,1,53.455883,2,St. Helens,-2.747541,3,2,Merseyside,1,2,30,2024-12-10T13:13:00.000+01:00,1,2
201020L007940,2022-07-21,3,3,6,1,52.479257,2,Solihull,-1.738466,1,1,West Midlands,1,2,20,2024-12-10T14:03:00.000+01:00,1,3
200904EB09045,2021-07-07,2,2,3,1,53.68919,2,Blackburn with Darwen,-2.449864,1,2,Lancashire,2,2,30,2024-12-10T17:50:00.000+01:00,1,3
201037L018348,2022-08-11,3,2,3,1,52.23101,2,Suffolk Coastal,1.494272,1,1,Suffolk,1,2,30,2024-12-10T19:55:00.000+01:00,0,2
67cad420-deaf-43fa-b522-5bfa68e19b8f,2022-03-05,5,2,2,1,51.318474,2,North Somerset,-2.969862,1,2,Avon and Somerset,1,2,40,2024-12-10T08:56:00.000+01:00,0,2
200945RE43017,2021-08-31,1,2,1,1,51.33935,1,Reigate and Banstead,-0.20181,1,1,Surrey,1,4,40,2024-12-10T05:48:00.000+01:00,0,1
201042I176406,2022-06-03,4,2,6,1,51.661884,2,Maldon,0.781805,1,1,Essex,1,2,60,2024-12-10T18:25:00.000+01:00,0,2
530d9575-ddd1-45de-8400-5c816b824c74,2021-07-30,4,3,6,1,52.519102,2,Nuneaton and Bedworth,-1.494618,1,1,Warwickshire,1,2,20,2024-12-10T17:30:00.000+01:00,1,2
a71b386a-17ce-40d8-8ea0-c33e1d17eeab,2021-10-19,1,2,4,1,53.706458,0,Wakefield,-1.339157,1,1,West Yorkshire,1,5,70,2024-12-10T01:50:00.000+01:00,0,2
dc3be5eb-6a53-4750-805b-7d8ecfcfd506,2022-06-02,3,3,6,1,51.439137,2,Dartford,0.238677,1,5,Kent,1,5,70,2024-12-10T11:33:00.000+01:00,1,2
200934NK51499,2021-12-06,7,2,3,1,52.366984,1,Kettering,-0.671516,1,2,Northamptonshire,2,2,30,2024-12-10T23:17:00.000+01:00,1,2
200904EM09046,2021-11-24,2,2,3,1,53.770743,2,Hyndburn,-2.416901,1,1,Lancashire,2,2,30,2024-12-10T15:42:00.000+01:00,0,1
200997GE01211,2021-11-08,7,2,3,1,55.838752,1,Glasgow City,-4.279526,1,1,Strathclyde,2,2,30,2024-12-10T01:50:00.000+01:00,1,2
20104100C1281,2022-09-25,6,2,6,1,51.670589,2,Watford,-0.397118,1,2,Hertfordshire,1,2,30,2024-12-10T16:50:00.000+01:00,1,2
200901QK50438,2021-05-12,2,3,6,1,51.53925,2,Brent,-0.279165,1,3,Metropolitan Police,1,5,50,2024-12-10T17:45:00.000+01:00,1,2
d675eac2-aefc-46f5-bc74-b970ec9ee80d,2022-01-19,2,2,1,1,51.284896,1,Rushmoor,-0.751015,1,2,Hampshire,1,4,30,2024-12-10T17:40:00.000+01:00,1,2
201050BW3K003,2022-06-25,5,2,2,1,50.525809,2,Cornwall,-4.991213,1,2,Devon and Cornwall,1,2,30,2024-12-10T10:31:00.000+01:00,0,2
